,,'Hampton Inn IDrive North', 'Hampton Inn Universal Orlando', 0.91666666666666663
,,'Pickwick Hotel', 'Pickwick Hotel San Francisco', 1.0
,,'Holiday Inn', 'Holiday Inn Jacksonville', 1.0
,,'Acapulco Hotel And Resort', 'Acapulco Hotel and Resort Daytona Beach', 1.0
,,'Holiday Inn Valley View', 'Holiday Inn Valley View Roanoke', 1.0
,,'Holiday Inn Express South', 'Holiday Inn Express Hotel & Suites Tyler', 0.86792452830188682
,,'Courtyard', 'Courtyard Hotel Pensacola', 1.0
,,'Country Inn and Suites', 'Country Inn & Suites Ocean Springs', 1.0
,,'Hilton Phoenix East Mesa', 'Hilton Hotel Phoenix East Mesa', 1.0
,,'InterContinental Houston', 'Intercontinental Hotel Houston', 1.0
,,'Courtyard North', 'Courtyard Hotel North Raleigh', 1.0
,,'Holiday Inn Santa Fe', 'Holiday Inn Santa Fe', 1.0
,,'Courtyard Rancho Bernardo', 'Courtyard Hotel Rancho Bernardo San Diego', 1.0
,,'Fairfield Inn and Suites', 'Fairfield Inn and Suites East Indianapolis', 0.89795918367346939
,,'Marriott', 'Marriott Hotel Omaha', 1.0
,,'Loews Atlanta', 'Loews Hotel Atlanta', 1.0
,,'Hyatt Place Cityview', 'Hyatt Place Hotel Cityview Fort Worth', 1.0
,,'Howard Johnson', 'Howard Johnson Hotel Binghamton', 1.0
,,'Omni William Penn', 'Omni William Penn Hotel Pittsburgh', 1.0
,,'Doubletree', 'Doubletree Hotel Dearborn Detroit', 1.0
,,'Courtyard', 'Courtyard Hotel Saint Augustine', 1.0
,,'Hyatt Regency', 'Hyatt Regency Hotel Tampa', 1.0
,,'Westin', 'Westin Hotel Charlotte', 1.0
,,'Fairfield Inn', 'Fairfield Inn Owensboro', 1.0
,,'Best Western Executive Inn', 'Best Western Executive Inn Seattle', 1.0
,,'Quality Inn Market Center', 'Quality Inn Market Center Dallas', 1.0
,,'Microtel Inn and Suites', 'Microtel Inn & Suites Johnstown', 1.0
,,'Staybridge Suites', 'Staybridge Suites Airport Albuquerque', 1.0
,,'Whitcomb Hotel', 'Whitcomb Hotel San Francisco', 1.0
,,'Extended StayAmerica Cherry Hill', 'Extended Stay America Hotel Cherry Hill', 0.98113207547169812
,,'Marriott Del Mar', 'Marriott Hotel Del Mar San Diego', 1.0
,,'Marriott Newport Beach Hotel and Spa', 'Marriott Hotel & Spa Newport Beach', 0.93333333333333335
,,'Extended StayAmerica Mesa', 'Extended Stay America Hotel Phoenix', 0.86956521739130432
,,'DoubleTree Hotel', 'Doubletree Hotel Albuquerque', 1.0
