delaware
,wilmington
,,newark - christiana
,,,holiday inn airport,Holiday Inn Airport Des Moines
,,,fairfield inn and suites,Fairfield Inn & Suites Airport Des Moines
,,,comfort inn,Comfort Inn Des Moines
,,,hampton inn,Hampton Inn Airport Des Moines

,,,Hotel Matched : 4,Hotel Not Matched : 2

,,ankeny
,,,courtyard,Courtyard Hotel Des Moines Ankeny
,,,super,Super 8 Motel Ankeny

,,,Hotel Matched : 2,Hotel Not Matched : 0

,ames
,,,gateway hotel,Gateway Hotel Ames

,,,Hotel Matched : 1,Hotel Not Matched : 1

,davenport
,,davenport
,,,country inn and suites,Country Inn & Suites Davenport (Iowa)
,,,baymont inn,Baymont Inn & Suites Davenport (Iowa)

,,,Hotel Matched : 2,Hotel Not Matched : 0

,,davenport quad city
,,,radisson quad city plaza hotel,Radisson Quad City Plaza Hotel Davenport (Iowa)

,,,Hotel Matched : 1,Hotel Not Matched : 1

,,bettendorf
,,,isle casino hotel,Isle Casino Hotel Bettendorf
,,,ramada,Ramada Inn Davenport Bettendorf
,,,holiday inn,Holiday Inn Hotel & Suites Bettendorf

,,,Hotel Matched : 3,Hotel Not Matched : 1

,muscatine
,,,fairfield inn,Fairfield Inn Muscatine

,,,Hotel Matched : 1,Hotel Not Matched : 0


nevada
,winnemucca
,,,holiday motel,Holiday Motel Winnemucca

,,,Hotel Matched : 1,Hotel Not Matched : 1

,las vegas
,,summerlin
,,,resort  jw marriott,JW Marriott Resort Las Vegas
,,,suncoast hotel,Suncoast Hotel Las Vegas
,,,hampton inn,Hampton Inn Summerlin Las Vegas
,,,la quinta summerlin tech,La Quinta Inn & Suites Summerlin Tech Las Vegas

,,,Hotel Matched : 4,Hotel Not Matched : 2

,,near strip west
,,,rio suites,Rio All Suite Hotel Las Vegas
,,,gold coast,Gold Coast Hotel Las Vegas
,,,hampton inn tropicana,Hampton Inn Tropicana Las Vegas
,,,la quinta tropicana,La Quinta Inn Tropicana Las Vegas
,,,palace station,Palace Station Hotel Las Vegas
,,,artisan,Artisan Hotel Las Vegas
,,,extended stayamerica valley view,Extended Stay America Hotel Valley View Las Vegas

,,,Hotel Matched : 7,Hotel Not Matched : 4

,,strip north
,,,palazzo,Palazzo Resort Hotel Las Vegas
,,,venetian,Venetian Resort Hotel Las Vegas
,,,wynn,Wynn Hotel Las Vegas
,,,treasure island,Treasure Island Hotel Las Vegas
,,,imperial palace,Imperial Palace Hotel Las Vegas
,,,riviera,Riviera Hotel Las Vegas
,,,stratosphere,Stratosphere Hotel Las Vegas
,,,sahara,Sahara Hotel Las Vegas

,,,Hotel Matched : 8,Hotel Not Matched : 2

,,strip south
,,,aria,Aria Resort & Casino Las Vegas
,,,cosmopolitan,The Cosmopolitan Hotel Las Vegas
,,,vdara,Vdara Hotel Las Vegas
,,,mgm grand,MGM Grand Hotel Las Vegas
,,,paris,Paris Hotel Las Vegas
,,,planet hollywood,Planet Hollywood Resort Las Vegas
,,,westin,Westin Casuarina Hotel Las Vegas
,,,flamingo,Flamingo Grand Hotel Las Vegas
,,,luxor,Luxor Hotel Las Vegas
,,,tropicana,Tropicana Hotel Las Vegas
,,,excalibur,Excalibur Hotel Las Vegas
,,,hooters casino hotel,Hooters Casino Hotel Las Vegas

,,,Hotel Matched : 12,Hotel Not Matched : 8

,,strip north vicinity - condo
,,,trump international,Trump International Hotel Las Vegas

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,lake las vegas
,,,loews lake las vegas,Loews Lake Las Vegas Resort Henderson (Nevada)

,,,Hotel Matched : 1,Hotel Not Matched : 1

,,convention center
,,,renaissance,Renaissance Hotel Las Vegas
,,,hilton las vegas,Hilton Hotel Las Vegas
,,,marriott suites,Marriott Suites Las Vegas
,,,residence inn convention center,Residence Inn Las Vegas
,,,best western mardi gras,Best Western Mardi Gras Hotel Las Vegas

,,,Hotel Matched : 5,Hotel Not Matched : 2

,,airport las
,,,south point,South Point Hotel Las Vegas
,,,doubletree club,Doubletree Club Hotel Airport Las Vegas
,,,silverton,Silverton Lodge Las Vegas

,,,Hotel Matched : 3,Hotel Not Matched : 4

,,near strip east
,,,hard rock,Hard Rock Hotel Las Vegas
,,,alexis park resort,Alexis Park Resort Hotel Las Vegas
,,,embassy suites,Embassy Suites Las Vegas
,,,hyatt place,Hyatt Place Hotel Las Vegas
,,,residence inn hughes center,Residence Inn Hughes Center Las Vegas
,,,extended stay deluxe east flamingo,Extended Stay Deluxe Hotel East Flamingo Las Vegas
,,,fairfield inn,Fairfield Inn Airport Las Vegas

,,,Hotel Matched : 7,Hotel Not Matched : 1

,,fremont street vicinity
,,,four queens,Four Queens Hotel and Casino Las Vegas
,,,las vegas club,Las Vegas Club Hotel

,,,Hotel Matched : 2,Hotel Not Matched : 1

,,henderson
,,,sunset station,Sunset Station Hotel Henderson (Nevada)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,lake tahoe
,,carson city
,,,courtyard,Courtyard Hotel Carson City

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,south ca

,,,Hotel Matched : 0,Hotel Not Matched : 2

,,north
,,,resort at squaw creek,Resort at Squaw Creek Olympic Valley

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,incline village

,,,Hotel Matched : 0,Hotel Not Matched : 1

,,south nv
,,,montbleu resort and spa,MontBleu Resort Lake Tahoe Stateline
,,,horizon casino resort,Horizon Casino Resort Stateline
,,,lakeside inn,Lakeside Inn Lake Tahoe Stateline

,,,Hotel Matched : 3,Hotel Not Matched : 1

,elko

,,,Hotel Matched : 0,Hotel Not Matched : 1

,reno
,,reno
,,,ramada hotel and casino,Ramada Hotel And Casino Reno

,,,Hotel Matched : 1,Hotel Not Matched : 5

,,sparks

,,,Hotel Matched : 0,Hotel Not Matched : 2

,,south - airport rno
,,,atlantis,Atlantis Resort Reno
,,,peppermill hotel and casino,Peppermill Resort & Spa Casino Reno
,,,the summit at grand sierra,The Summit Hotel Grand Sierra Reno
,,,grand sierra,Grand Sierra Resort Reno
,,,courtyard,Courtyard Hotel Reno
,,,hyatt plalce reno tahoe airport,Hyatt Place Hotel Tahoe Airport Reno
,,,residence inn,Residence Inn Reno
,,,la quinta inn reno,La Quinta Inn Reno

,,,Hotel Matched : 8,Hotel Not Matched : 1


maine
,portland
,,south portland - scarborough
,,,marriott sable oaks,Marriott Hotel Sable Oaks South Portland
,,,courtyard airport,Courtyard Hotel Airport South Portland
,,,residence inn,Residence Inn Portland Scarborough
,,,wyndham airport,Wyndham Hotel Airport South Portland
,,,days inn,Days Inn Airport South Portland
,,,extended stayamerica,Extended Stay America Hotel Scarborough
,,,fairfield inn,Fairfield Inn Portland Maine Mall Scarborough
,,,howard johnson,Howard Johnson Hotel South Portland
,,,towneplace suites,TownePlace Suites Portland Scarborough

,,,Hotel Matched : 9,Hotel Not Matched : 0

,,airport - south portland
,,,holiday inn express,Holiday Inn Express Hotel & Suites South Portland
,,,comfort inn,Comfort Inn Airport South Portland

,,,Hotel Matched : 2,Hotel Not Matched : 0

,,portland - west
,,,eastland park hotel,Eastland Park Hotel Portland (Maine)
,,,howard johnson plaza,Howard Johnson Plaza Hotel Portland (Maine)
,,,la quinta,La Quinta Inn & Suites Portland (Maine)

,,,Hotel Matched : 3,Hotel Not Matched : 3

,freeport
,,freeport
,,,holiday inn express,Holiday Inn Express Hotel & Suites Freeport (Maine)
,,,super,Super 8 Motel Freeport (Maine)

,,,Hotel Matched : 2,Hotel Not Matched : 0

,,brunswick - bath
,,,holiday inn bath,Holiday Inn Brunswick Bath (Maine)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,bangor - bar harbor
,,bangor - orono
,,,courtyard,Courtyard Hotel Bangor (Maine)
,,,four points,Four Points Hotel Airport Bangor (Maine)
,,,fairfield inn,Fairfield Inn Bangor (Maine)
,,,ramada inn,Ramada Inn Bangor (Maine)

,,,Hotel Matched : 4,Hotel Not Matched : 1

,,ellsworth
,,,comfort inn ellsworth,Comfort Inn Ellsworth

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,york
,,,best western york inn,Best Western Inn York (Maine)

,,,Hotel Matched : 1,Hotel Not Matched : 0


colorado
,boulder
,,boulder
,,,marriott boulder,Marriott Hotel Boulder
,,,millennium harvest house boulder,Millennium Harvest House Boulder
,,,best western boulder inn,Best Western Inn Boulder
,,,holiday inn express,Holiday Inn Express Boulder

,,,Hotel Matched : 4,Hotel Not Matched : 0

,,longmont
,,,courtyard,Courtyard Hotel Boulder Longmont
,,,radisson,Radisson Hotel Longmont
,,,residence inn,Residence Inn Boulder Longmont
,,,springhill suites,SpringHill Suites Boulder Longmont

,,,Hotel Matched : 4,Hotel Not Matched : 0

,,louisville
,,,quality inn and suites,Quality Inn and Suites Louisville (Colorado)

,,,Hotel Matched : 1,Hotel Not Matched : 3

,pueblo
,,pueblo
,,,marriott,Marriott Hotel Pueblo

,,,Hotel Matched : 1,Hotel Not Matched : 0

,eagle county - summit county
,,vail
,,,resort cascade resort and spa,Cascade Resort Vail (Colorado)
,,,resort lodge at vail,Lodge Tower Resort Vail (Colorado)
,,,resort marriott mountain resort,Marriott Mountain Resort Vail (Colorado)
,,,evergreen lodge at vail,Evergreen Lodge Vail (Colorado)

,,,Hotel Matched : 4,Hotel Not Matched : 0

,,breckenridge
,,,great divide lodge,Great Divide Lodge Breckenridge

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,keystone

,,,Hotel Matched : 0,Hotel Not Matched : 1

,,avon - beaver creek

,,,Hotel Matched : 0,Hotel Not Matched : 2

,,dillon - silverthorne
,,,la quinta silverthorne,La Quinta Inn & Suites Silverthorne
,,,holiday inn frisco,Holiday Inn Summit Frisco (Colorado)

,,,Hotel Matched : 2,Hotel Not Matched : 1

,aspen
,,aspen
,,,hotel jerome,Hotel Jerome Aspen
,,,st regis resort,St Regis Resort Aspen

,,,Hotel Matched : 2,Hotel Not Matched : 0

,,glenwood springs
,,,courtyard,Courtyard Hotel Glenwood Springs

,,,Hotel Matched : 1,Hotel Not Matched : 0

,fort morgan
,,fort morgan
,,,days inn,Days Inn Fort Morgan

,,,Hotel Matched : 1,Hotel Not Matched : 0

,grand junction
,,,courtyard,Courtyard Hotel Grand Junction
,,,grand vista hotel,Grand Vista Hotel Grand Junction
,,,holiday inn and suites,Holiday Inn Hotel & Suites Grand Junction
,,,residence inn,Residence Inn Grand Junction
,,,americas best value inn,Americas Best Value Inn Grand Junction
,,,quality inn grand junction,Quality Inn Grand Junction
,,,ramada inn,Ramada Inn Grand Junction

,,,Hotel Matched : 7,Hotel Not Matched : 0

,fort collins
,,fort collins
,,,hilton,Hilton Garden Inn Fort Collins
,,,marriott,Marriott Hotel Fort Collins
,,,residence inn,Residence Inn Fort Collins

,,,Hotel Matched : 3,Hotel Not Matched : 1

,,loveland
,,,fairfield inn and suites,Fairfield Inn & Suites Fort Collins Loveland (Colorado)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,steamboat
,,steamboat
,,,sheraton resort,Sheraton Resort Steamboat Springs

,,,Hotel Matched : 1,Hotel Not Matched : 0

,durango
,,,holiday inn,Holiday Inn Durango (Colorado)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,denver
,,tech center south
,,,marriott south at park meadows,Marriott Hotel Park Meadows Littleton (Colorado)
,,,sheraton tech center,Sheraton Denver Tech Center Hotel Greenwood Village
,,,embassy suites,Embassy Suites Centennial
,,,hilton garden inn southmeridian,Hilton Garden Inn Denver South Meridian Englewood (Colorado)
,,,hyatt place denver south,Hyatt Place Hotel Park Meadows Lone Tree

,,,Hotel Matched : 5,Hotel Not Matched : 4

,,stapleton
,,,doubletree,Doubletree Hotel Denver
,,,renaissance,Renaissance Hotel Denver (Colorado)
,,,holiday inn,Holiday Inn Stapleton East Denver
,,,red lion,Red Lion Hotel Central Denver (Colorado)
,,,best western denver hotel,Best Western Hotel Denver

,,,Hotel Matched : 5,Hotel Not Matched : 1

,,west
,,,marriott west,Marriott Hotel Denver West Golden
,,,sheraton denver west,Sheraton Hotel Denver West Lakewood (Colorado)
,,,courtyard golden,Courtyard Hotel Denver West Golden
,,,extended stayamerica lakewood west,Extended Stay America Hotel West Lakewood (Colorado)

,,,Hotel Matched : 4,Hotel Not Matched : 0

,,aurora
,,,red lion,Red Lion Hotel Denver Southeast Aurora (Colorado)

,,,Hotel Matched : 1,Hotel Not Matched : 4

,,southwest - lakewood
,,,courtyard sw lakewood,Courtyard Hotel Lakewood (Colorado)
,,,extended stayamerica lakewood south,Extended Stay America Hotel South Lakewood (Colorado)

,,,Hotel Matched : 2,Hotel Not Matched : 0

,,cherry creek
,,,loews,Loews Hotel Denver
,,,courtyard,Courtyard Hotel Cherry Creek Denver (Colorado)
,,,staybridge suites,Staybridge Suites Cherry Creek Glendale (Colorado)

,,,Hotel Matched : 3,Hotel Not Matched : 0

,,downtown
,,,brown palace hotel and spa,Brown Palace Hotel Denver
,,,grand hyatt,Grand Hyatt Hotel Denver (Colorado)
,,,hotel monaco,Hotel Monaco Denver (Colorado)
,,,oxford hotel,Oxford Hotel Denver (Colorado)
,,,warwick denver hotel,Warwick Hotel Denver
,,,westin tabor center,The Westin Hotel Tabor Center Denver (Colorado)
,,,the burnsley all suite hotel,Burnsley All Suite Hotel Denver
,,,curtis hotel,The Curtis Hotel Denver (Colorado)
,,,marriott city center,Marriott Hotel City Center Denver
,,,courtyard,Courtyard Hotel Downtown Denver (Colorado)
,,,crowne plaza,Crowne Plaza Hotel Denver (Colorado)
,,,residence inn city center,Residence Inn City Center Denver (Colorado)
,,,residence inn downtown,Residence Inn Downtown Denver (Colorado)
,,,hotel vq,Hotel VQ Denver (Colorado)

,,,Hotel Matched : 14,Hotel Not Matched : 5

,,westminster - broomfield
,,,omni interlocken resort,Omni Interlocken Resort Broomfield
,,,renaissance boulder suites,Renaissance Boulder Suites Broomfield
,,,westin westminster,Westin Hotel Westminster (Colorado)
,,,aloft,Aloft Hotel Denver Broomfield
,,,springhill suites,Springhill Suites Denver Westminster (Colorado)
,,,towneplace suites broomfield,TownePlace Suites Boulder Broomfield

,,,Hotel Matched : 6,Hotel Not Matched : 1

,,airport den
,,,crowne plaza,Crowne Plaza Hotel Airport Denver
,,,marriott gateway park,Marriott Hotel Gateway Park Aurora (Colorado)
,,,courtyard airport,Courtyard Hotel Airport Denver (Colorado)
,,,hyatt place airport,Hyatt Place Hotel Denver Airport Aurora
,,,baymont inn and suites,Baymont Inn and Suites International Airport Denver (Colorado)
,,,fairfield inn,Fairfield Inn Airport Denver (Colorado)
,,,la quinta airport,La Quinta Inn & Suites Airport Denver (Colorado)
,,,springhill suites,Springhill Suites Airport Denver (Colorado)
,,,staybridge suites,Staybridge Suites Airport Denver (Colorado)

,,,Hotel Matched : 9,Hotel Not Matched : 1

,,northglenn - thornton
,,,crossland studios,Crossland Economy Studios Denver Thornton

,,,Hotel Matched : 1,Hotel Not Matched : 1

,,tech center north
,,,hyatt regency tech center,Hyatt Regency Hotel Denver
,,,marriott tech center,Marriott Hotel City Center Denver
,,,doubletree tech center,Doubletree Hotel Denver North Westminster (Colorado)
,,,four points sheraton southeast,Four Points Hotel Southeast Denver
,,,towneplace suites southeast,TownePlace Suites Southeast Denver (Colorado)

,,,Hotel Matched : 5,Hotel Not Matched : 2

,cortez
,,,best western turquoise inn and suites,Best Western Turquoise Inn & Suites Cortez (Colorado)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,colorado springs
,,central
,,,marriott colorado springs,Marriott Hotel Colorado Springs
,,,hyatt place,Hyatt Place Hotel Colorado Springs
,,,towneplace suites,TownePlace Suites Colorado Springs
,,,extended stayamerica west,Extended Stay America Hotel West Colorado Springs
,,,crestwood suites,Crestwood Suites Colorado Springs

,,,Hotel Matched : 5,Hotel Not Matched : 3

,,south
,,,cheyenne mountain resort,Cheyenne Mountain Resort Colorado Springs
,,,crowne plaza,Crowne Plaza Hotel Colorado Springs
,,,courtyard south,Courtyard Hotel South Colorado Springs
,,,clarion,Clarion Hotel Downtown Colorado Springs

,,,Hotel Matched : 4,Hotel Not Matched : 2

,,air force academy
,,,hilton garden inn,Hilton Garden Inn Colorado Springs
,,,staybridge suites,Staybridge Suites Air Force Academy Colorado Springs
,,,howard johnson,Howard Johnson Inn Colorado Springs

,,,Hotel Matched : 3,Hotel Not Matched : 2

,,airport cos
,,,radisson,Radisson Hotel Airport Colorado Springs

,,,Hotel Matched : 1,Hotel Not Matched : 1


mississippi
,jackson
,,ridgeland
,,,staybridge suites,Staybridge Suites Jackson Ridgeland

,,,Hotel Matched : 1,Hotel Not Matched : 1

,,north
,,,courtyard north,Courtyard Hotel Jackson (Mississippi)
,,,fairfield inn,Fairfield Inn & Suites Jackson (Mississippi)
,,,jameson inn,Jameson Inn North Jackson (Mississippi)
,,,extended stayamerica,Extended Stay America Hotel North Jackson (Mississippi)

,,,Hotel Matched : 4,Hotel Not Matched : 1

,mccomb
,,,best western,Best Western Inn & Suites McComb

,,,Hotel Matched : 1,Hotel Not Matched : 0

,tupelo
,,,courtyard,Courtyard Hotel Tupelo

,,,Hotel Matched : 1,Hotel Not Matched : 0

,biloxi - gulfport
,,north gulfport - airport gpt
,,,fairfield inn,Fairfield Inn & Suites Gulfport (Mississippi)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,north biloxi - ocean springs
,,,country inn and suites,Country Inn & Suites Ocean Springs
,,,ramada ocean springs,Ramada Limited Hotel Ocean Springs

,,,Hotel Matched : 2,Hotel Not Matched : 2

,,coast

,,,Hotel Matched : 0,Hotel Not Matched : 2

,vicksburg
,,vicksburg
,,,courtyard,Courtyard Hotel Vicksburg
,,,fairfield inn,Fairfield Inn Vicksburg
,,,jameson inn,Jameson Inn Vicksburg

,,,Hotel Matched : 3,Hotel Not Matched : 0

,southhaven
,,southhaven
,,,courytard,Courtyard Hotel Memphis Southaven

,,,Hotel Matched : 1,Hotel Not Matched : 0


south dakota
,sioux falls
,,,courtyard,Courtyard Hotel Sioux Falls
,,,residence inn,Residence Inn Sioux Falls
,,,sheraton sioux falls,Sheraton Hotel Sioux Falls
,,,holiday inn express,Holiday Inn Express Hotel & Suites Empire Mall Sioux Falls
,,,quality inn and suites,Quality Inn And Suites Sioux Falls
,,,springhill suites,SpringHill Suites Sioux Falls
,,,fairfield inn,Fairfield Inn Sioux Falls
,,,guesthouse inn and suites,GuestHouse International Inn & Suites Sioux Falls

,,,Hotel Matched : 8,Hotel Not Matched : 2

,brookings
,,,fairfield inn and suites,Fairfield Inn & Suites Brookings (South Dakota)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,the black hills
,,rapid city
,,,grand gateway hotel,Grand Gateway Hotel Rapid City
,,,holiday inn rushmore plaza,Holiday Inn Rushmore Plaza Rapid City
,,,radisson mount rushmore,Radisson Hotel Mount Rushmore Rapid City
,,,country inn and suites,Country Inn And Suites Rapid City
,,,la quinta inn and suites,La Quinta Inn & Suites Rapid City
,,,americas best value inn,Americas Best Value Inn Rapid City
,,,best western town and country,Best Western Town & Country Inn Rapid City
,,,hotel alex johnson,Hotel Alex Johnson Rapid City
,,,quality inn,Quality Inn Rapid City

,,,Hotel Matched : 9,Hotel Not Matched : 0

,,mt. rushmore
,,,best western golden spike,Best Western Golden Spike Inn & Suites Hill City

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,spearfish
,,,holiday inn,Holiday Inn Convention Center Spearfish
,,,howard johnson express,Howard Johnson Express Inn Spearfish
,,,super,Super 8 Motel Hudsonville

,,,Hotel Matched : 3,Hotel Not Matched : 0

,,custer
,,,days inn,Days Inn Custer

,,,Hotel Matched : 1,Hotel Not Matched : 0


hawaii
,maui
,,ka'anapali - lahaina
,,,resort hyatt regency,Hyatt Regency Maui Resort Lahaina
,,,resort  sheraton,Sheraton Resort & Spa Maui Lahaina
,,,resort  westin maui resort and spa,Westin Maui Resort & Spa Lahaina
,,,resort  whaler,The Whaler on Kaanapali Beach Resort Lahaina
,,,royal lahaina resort,Royal Lahaina Resort
,,,aston kaanapali shores,Aston Kaanapali Shores Resort Lahaina
,,,aston kaanapali villas,Aston Maui Kaanapali Villas Lahaina
,,,aston paki maui,Aston Paki Maui Resort Lahaina
